sys.exec.out.time {s},vehicle.planet_rel_state.range_safety.XVRT_Azi {rad},vehicle.planet_rel_state.range_safety.YVRT_Azi {rad},vehicle.planet_rel_state.range_safety.T_pfix_pad[0][0] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad[0][1] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad[0][2] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad[1][0] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad[1][1] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad[1][2] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad[2][0] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad[2][1] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad[2][2] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad_SEU[0][0] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad_SEU[0][1] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad_SEU[0][2] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad_SEU[1][0] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad_SEU[1][1] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad_SEU[1][2] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad_SEU[2][0] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad_SEU[2][1] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad_SEU[2][2] {--},vehicle.planet_rel_state.range_safety.XVRT {m},vehicle.planet_rel_state.range_safety.YVRT {m},vehicle.planet_rel_state.range_safety.ZVRT {m},vehicle.planet_rel_state.range_safety.XPad[0] {m},vehicle.planet_rel_state.range_safety.XPad[1] {m},vehicle.planet_rel_state.range_safety.XPad[2] {m},vehicle.planet_rel_state.range_safety.VPad[0] {m/s},vehicle.planet_rel_state.range_safety.VPad[1] {m/s},vehicle.planet_rel_state.range_safety.VPad[2] {m/s},vehicle.planet_rel_state.range_safety.NPad[0] {m/s2},vehicle.planet_rel_state.range_safety.NPad[1] {m/s2},vehicle.planet_rel_state.range_safety.NPad[2] {m/s2},vehicle.planet_rel_state.range_safety.pad_azimuth {rad},vehicle.planet_rel_state.range_safety.XVP[0] {m},vehicle.planet_rel_state.range_safety.XVP[1] {m},vehicle.planet_rel_state.range_safety.XVP[2] {m},vehicle.planet_rel_state.range_safety.slant_range {m},vehicle.body.derivs.trans_accel[0] {m/s2},vehicle.body.derivs.trans_accel[1] {m/s2},vehicle.body.derivs.trans_accel[2] {m/s2},vehicle.planet_rel_state.relative_accel[0] {m/s2},vehicle.planet_rel_state.relative_accel[1] {m/s2},vehicle.planet_rel_state.relative_accel[2] {m/s2}
                  50,                   0,                   0,-0.08883965493178834,  0.5150819886181348,  0.8525245220595056,  0.9854497299884601,   0.169967142900241,-5.220207135674003e-17,  0.1449011572668477, -0.8401200600720808,  0.5226872289306594,  0.0888396549317884, -0.5150819886181348, -0.8525245220595056,  0.9854497299884601,   0.169967142900241,                   0,  0.1449011572668477, -0.8401200600720808,  0.5226872289306594,   13950.08601422082,   13950.08601422082,   11935.96002483142,   13950.08601422083,  -174883.7892587866,   11935.96002483142,  -379.6778762912206,   6990.575214124626,   131.0850346357979, -0.5402320201426449,  0.2214196644040587,  -8.874708770571553,   4.791988186705974,  -13950.08601422083,  -174883.7892587866,   11935.96002483142,   175844.8514658027,  -1.152471003489624,   8.256260464521242,  -5.099257979630014,   -1.01976359650837,   7.215191149945218,  -5.099257979630014
                  55,                   0,                   0,-0.08883965493178834,  0.5150819886181348,  0.8525245220595056,  0.9854497299884601,   0.169967142900241,-5.220207135674003e-17,  0.1449011572668477, -0.8401200600720808,  0.5226872289306594,  0.0888396549317884, -0.5150819886181348, -0.8525245220595056,  0.9854497299884601,   0.169967142900241,                   0,  0.1449011572668477, -0.8401200600720808,  0.5226872289306594,   12018.47793655985,   12018.47793655985,   12523.62822001612,    12018.4779365598,  -137942.3861920832,   12523.62822001612,  -381.0395350027784,   6991.661788072581,   84.53280107518046,  -0.537361889993996,   0.170807340184759,  -8.876913634236166,   4.799296311506318,  -12018.47793655981,  -137942.3861920832,   12523.62822001612,   139030.1657341692,  -1.208744776301929,   8.250153293063287,  -5.097963577375815,  -1.070213966413001,   7.209919420341047,  -5.097963577375815
                  60,                   0,                   0,-0.08883965493178834,  0.5150819886181348,  0.8525245220595056,  0.9854497299884601,   0.169967142900241,-5.220207135674003e-17,  0.1449011572668477, -0.8401200600720808,  0.5226872289306594,  0.0888396549317884, -0.5150819886181348, -0.8525245220595056,  0.9854497299884601,   0.169967142900241,                   0,  0.1449011572668477, -0.8401200600720808,  0.5226872289306594,   10087.13863205092,   10087.13863205092,   12867.02419960038,   10087.13863205099,  -100995.7057283354,   12867.02419960038,  -382.3866074306104,   6992.481036475941,   37.96975032820529, -0.5344701442647648,  0.1201748560320699,  -8.878917136890063,   4.811935756384903,  -10087.13863205099,  -100995.7057283354,   12867.02419960038,   102310.5236674109,  -1.265006792441487,   8.243844727018358,  -5.096545498480404,  -1.120656945795786,   7.204486230582409,  -5.096545498480404
                  65,                   0,                   0,-0.08883965493178834,  0.5150819886181348,  0.8525245220595056,  0.9854497299884601,   0.169967142900241,-5.220207135674003e-17,  0.1449011572668477, -0.8401200600720808,  0.5226872289306594,  0.0888396549317884, -0.5150819886181348, -0.8525245220595056,  0.9854497299884601,   0.169967142900241,                   0,  0.1449011572668477, -0.8401200600720808,  0.5226872289306594,   8156.142046128121,   8156.142046128121,   12966.09518231382,    8156.14204612814,  -64045.16075897675,   12966.09518231382,  -383.7190364015403,    6993.03285161706,  -8.603027257775238, -0.5315567625424378, 0.06952183609297373,  -8.880719102966035,   4.839057006922069,  -8156.142046128143,  -64045.16075897675,   12966.09518231382,   65851.53676260423,  -1.321257259216662,   8.237334573179044,  -5.095003633774879,  -1.171092881414528,   7.198891379803226,  -5.095003633774879
                  70,                   0,                   0,-0.08883965493178834,  0.5150819886181348,  0.8525245220595056,  0.9854497299884601,   0.169967142900241,-5.220207135674003e-17,  0.1449011572668477, -0.8401200600720808,  0.5226872289306594,  0.0888396549317884, -0.5150819886181348, -0.8525245220595056,  0.9854497299884601,   0.169967142900241,                   0,  0.1449011572668477, -0.8401200600720808,  0.5226872289306594,   6225.562140979965,   6225.562140979965,   12820.79428024167,   6225.562140979973,  -27092.16474748837,   12820.79428024167,  -385.0367646609312,   6993.317124228503,  -55.18444037853936, -0.5286217243862712, 0.01884790507188776,  -8.882319338769811,   4.938259789421637,  -6225.562140979975,  -27092.16474748838,   12820.79428024167,   30612.34686613446,  -1.377496380614367,   8.230622623041551,  -5.093337864591477,  -1.221522116853583,   7.193134652017794,  -5.093337864591477
                  75,                   0,                   0,-0.08883965493178834,  0.5150819886181348,  0.8525245220595056,  0.9854497299884601,   0.169967142900241,-5.220207135674003e-17,  0.1449011572668477, -0.8401200600720808,  0.5226872289306594,  0.0888396549317884, -0.5150819886181348, -0.8525245220595056,  0.9854497299884601,   0.169967142900241,                   0,  0.1449011572668477, -0.8401200600720808,  0.5226872289306594,   4295.472895844799,   4295.472895844799,   12431.08050401741,     4295.4728958448,   9861.868264689054,   12431.08050401741,  -386.3397348728636,   6993.333743496582,  -101.7733966818313, -0.5256650093373745,-0.03184731159371386,  -8.883717632460833,   1.160012171651289,  -4295.472895844799,   9861.868264689054,   12431.08050401741,   16438.95664470164,  -1.433724357112194,   8.223708652816651,  -5.091548062762142,  -1.271944992347111,   7.187215816129297,  -5.091548062762142
                  80,                   0,                   0,-0.08883965493178834,  0.5150819886181348,  0.8525245220595056,  0.9854497299884601,   0.169967142900241,-5.220207135674003e-17,  0.1449011572668477, -0.8401200600720808,  0.5226872289306594,  0.0888396549317884, -0.5150819886181348, -0.8525245220595056,  0.9854497299884601,   0.169967142900241,                   0,  0.1449011572668477, -0.8401200600720808,  0.5226872289306594,   2365.948307310295,   2365.948307310295,   11796.91876846765,   2365.948307310299,   46815.52365226692,   11796.91876846765,  -387.6278896203647,   6993.082597065772,  -148.3688026761025, -0.5226865969289189,-0.08256418755718316,   -8.88491375403277,   1.520301598813812,  -2365.948307310296,   46815.52365226692,   11796.91876846765,   48336.92438145659,  -1.489941385490008,   8.216592423440597,  -5.089634090617027,  -1.322361844601787,   7.181134625938101,  -5.089634090617027
                  85,                   0,                   0,-0.08883965493178834,  0.5150819886181348,  0.8525245220595056,  0.9854497299884601,   0.169967142900241,-5.220207135674003e-17,  0.1449011572668477, -0.8401200600720808,  0.5226872289306594,  0.0888396549317884, -0.5150819886181348, -0.8525245220595056,  0.9854497299884601,   0.169967142900241,                   0,  0.1449011572668477, -0.8401200600720808,  0.5226872289306594,   437.0623896000909,   437.0623896000909,   10918.27989872491,    437.062389600097,   83767.38620024368,   10918.27989872491,  -388.9011714056876,   6992.563571044057,  -194.9695636391533, -0.5196864666964127, -0.1333030953860232,  -8.885907455293603,   1.565578801891332,  -437.0623896000916,   83767.38620024368,   10918.27989872491,   84477.06700815362,  -1.546147658640945,   8.209273680585863,  -5.087595800982853,  -1.372773006618905,   7.174890820149772,  -5.087595800982853
                  90,                   0,                   0,-0.08883965493178834,  0.5150819886181348,  0.8525245220595056,  0.9854497299884601,   0.169967142900241,-5.220207135674003e-17,  0.1449011572668477, -0.8401200600720808,  0.5226872289306594,  0.0888396549317884, -0.5150819886181348, -0.8525245220595056,  0.9854497299884601,   0.169967142900241,                   0,  0.1449011572668477, -0.8401200600720808,  0.5226872289306594,  -1491.110825132227,  -1491.110825132227,   9795.140636790613,  -1491.110825132235,   120716.0400980733,   9795.140636790613,  -390.1595226506419,    6991.77655000919,  -241.5745835266779, -0.5166645981880991, -0.1840644063846268,  -8.886698469845456,   1.583147916478547,    1491.11082513224,   120716.0400980733,   9795.140636790613,   121121.9655081066,  -1.602343365381777,   8.201752154671833,  -5.085433037181228,  -1.423178807515846,   7.168484122382893,  -5.085433037181228
                  95,                   0,                   0,-0.08883965493178834,  0.5150819886181348,  0.8525245220595056,  0.9854497299884601,   0.169967142900241,-5.220207135674003e-17,  0.1449011572668477, -0.8401200600720808,  0.5226872289306594,  0.0888396549317884, -0.5150819886181348, -0.8525245220595056,  0.9854497299884601,   0.169967142900241,                   0,  0.1449011572668477, -0.8401200600720808,  0.5226872289306594,  -3418.497286516958,  -3418.497286516958,   8427.483648561625,  -3418.497286516934,   157660.0689338684,   8427.483648561625,  -391.4028856969726,   6990.721417015846,  -288.1827648807102, -0.5136209709754649, -0.2348484904163903,  -8.887286513064065,   1.592475638092782,   3418.497286516943,   157660.0689338684,   8427.483648561625,   157922.1515195916,   -1.65852869026261,   8.194027560875389,  -5.083145633026876,  -1.473579572346869,   7.161914241176648,  -5.083145633026876
                 100,                   0,                   0,-0.08883965493178834,  0.5150819886181348,  0.8525245220595056,  0.9854497299884601,   0.169967142900241,-5.220207135674003e-17,  0.1449011572668477, -0.8401200600720808,  0.5226872289306594,  0.0888396549317884, -0.5150819886181348, -0.8525245220595056,  0.9854497299884601,   0.169967142900241,                   0,  0.1449011572668477, -0.8401200600720808,  0.5226872289306594,  -5345.022925684814,  -5345.022925684814,     6815.2975313141,  -5345.022925684796,   194598.0556886434,     6815.2975313141,  -392.6312028067954,    6989.39805360373,  -334.7930087379665, -0.5105555646638344, -0.2856557157251453,  -8.887671282077969,   1.598256412952689,   5345.022925684807,   194598.0556886434,     6815.2975313141,   194790.7103234566,  -1.714703813375875,   8.186099599141459,  -5.080733412825792,  -1.523975621923191,   7.155180869998222,  -5.080733412825792
