sys.exec.out.time {s},fd_obj.time {1},fd_obj.in_vec3[0] {1},fd_obj.in_vec3[1] {1},fd_obj.in_vec3[2] {1},fd_obj.out_vec3_deriv1[0] {1},fd_obj.out_vec3_deriv1[1] {1},fd_obj.out_vec3_deriv1[2] {1},fd_obj.out_vec3_deriv2[0] {1},fd_obj.out_vec3_deriv2[1] {1},fd_obj.out_vec3_deriv2[2] {1},fd_obj.error_deriv1_vec[0] {1},fd_obj.error_deriv1_vec[1] {1},fd_obj.error_deriv1_vec[2] {1},fd_obj.error_deriv2_vec[0] {1},fd_obj.error_deriv2_vec[1] {1},fd_obj.error_deriv2_vec[2] {1}
                  12,                 7.5,             6814.75,          10400.6875,           13986.625,             3530.75,             5372.25,             7213.75,                1386,              2100.5,                2815,-0.008146639511201629,-0.008077917282127031,-0.008044277905737564,-0.007874015748031496,-0.007794048181388758,-0.007754670426506873
                  13,                   8,                8777,               13385,               17993,                4274,             6498.25,              8722.5,                1575,              2385.5,                3196,-0.007200929152148664,-0.007142857142857143,-0.00711439954467843,-0.006935687263556116,-0.006869275603663613,-0.006836544437538844
                  14,                 8.5,               11136,          16970.1875,           22804.375,             5114.75,             7771.25,            10427.75,                1776,              2688.5,                3601,-0.006410567723762809,-0.006361079145889272,-0.006336803487624175,-0.006155567991046447,-0.006099815157116451,-0.006072315760419542
                  15,                   9,               13942,               21232,               28522,                6059,             9200.25,             12341.5,                1989,              3009.5,                4030,-0.005743354118805382,-0.005700853777153356,-0.005679987109249114,             -0.0055,-0.005452742894910773,-0.005429417571569595
                  16,                 9.5,            17248.25,          26250.6875,           35253.125,             7112.75,            10794.25,            14475.75,                2214,              3348.5,                4483,-0.005175006119095073,-0.005138248847926267,-0.005120186938368756,-0.004943820224719101,-0.004903417533432392, -0.0048834628190899
                  17,                  10,               21111,               32111,               43111,                8282,            12562.25,             16842.5,                2451,              3705.5,                4960,-0.004686936666266074,-0.004654940179066635,-0.004639205720702086,-0.004467912266450041,-0.004433100483610962,-0.004415897230028101
                  18,                10.5,             25589.5,          38902.1875,           52214.875,             9572.75,            14513.25,            19453.75,                2700,              4080.5,                5461,-0.004264725003250552,-0.004236706689536878,-0.004222918932753215,-0.004057543341940244,-0.004027337075909201,-0.004012401969724603
                  19,                  11,               30746,               46718,               62690,               10991,            16656.25,             22321.5,                2961,              4473.5,                5986,-0.003897045495740439,-0.003872376054063752,-0.003860228489825062,-0.00370121130551817,-0.003674832962138085,-0.003661784287616511
                  20,                11.5,            36645.75,          55656.6875,           74667.625,            12542.75,            19000.25,            25457.75,                3234,              4884.5,                6535,-0.003574904172707593,-0.00355307321166352,-0.003542316988443435,-0.003389830508474576,-0.003366659865333605,-0.003355192923593106
                  21,                  12,               43357,               65821,               88285,               14234,            21554.25,             28874.5,                3519,              5313.5,                7108,-0.003291086058399272,-0.003271676300578035,-0.003262107770375229,-0.00311614730878187,-0.003095684803001876,-0.003085553997194951
                  22,                12.5,               50951,          77318.1875,          103685.375,            16070.75,            24327.25,            32583.75,                3816,              5760.5,                7705,-0.003039749375765753,-0.003022417114052703,-0.003013868384214673,-0.002874314084139012,-0.002856153712999827,-0.002847159311505112
                  23,                  13,               59502,               90260,              121018,               18059,            27328.25,             36597.5,                4125,              6225.5,                8326,-0.002816123688569851,-0.002800583835066594,-0.00279291553133515,-0.002659574468085106,-0.002643383530919577,-0.002635361763296598
                  24,                13.5,            69087.25,         104762.6875,          140438.125,            20204.75,            30566.25,            40927.75,                4446,              6708.5,                8971,-0.002616282657254631,-0.00260229720028715,-0.002595392873026801,-0.002468027821404532,-0.002453531598513011,-0.002446347158901368
                  25,                  14,               79787,              120947,              162107,               22514,            34050.25,             45586.5,                4779,              7209.5,                9640,-0.002436971066507156,-0.002424340081446108,-0.00241810184476005,-0.002296450939457202,-0.002283420979795184,-0.002276961291658042
                  26,                14.5,             91684.5,         138938.1875,          186191.875,            24992.75,            37789.25,            50585.75,                5124,              7728.5,               10333,-0.002275471811095919,-0.002264026402640264,-0.002258371507043851,-0.002142161635832522,-0.002130406714009038,-0.002124577498792854
                  27,                  15,              104866,              158866,              212866,               27647,            41792.25,             55937.5,                5481,              8265.5,               11050,-0.002129502634808345,-0.002119099352928536,-0.002113957471100328,-0.002002913328477786,-0.001992272397971505,-0.001986994219653179
