sys.exec.out.time {s},vehicle.planet_rel_state.topodetic.T_pfix_to_this[0][0] {--},vehicle.planet_rel_state.topodetic.T_pfix_to_this[0][1] {--},vehicle.planet_rel_state.topodetic.T_pfix_to_this[0][2] {--},vehicle.planet_rel_state.topodetic.T_pfix_to_this[1][0] {--},vehicle.planet_rel_state.topodetic.T_pfix_to_this[1][1] {--},vehicle.planet_rel_state.topodetic.T_pfix_to_this[1][2] {--},vehicle.planet_rel_state.topodetic.T_pfix_to_this[2][0] {--},vehicle.planet_rel_state.topodetic.T_pfix_to_this[2][1] {--},vehicle.planet_rel_state.topodetic.T_pfix_to_this[2][2] {--},vehicle.planet_rel_state.topodetic.T_inrtl_to_this[0][0] {--},vehicle.planet_rel_state.topodetic.T_inrtl_to_this[0][1] {--},vehicle.planet_rel_state.topodetic.T_inrtl_to_this[0][2] {--},vehicle.planet_rel_state.topodetic.T_inrtl_to_this[1][0] {--},vehicle.planet_rel_state.topodetic.T_inrtl_to_this[1][1] {--},vehicle.planet_rel_state.topodetic.T_inrtl_to_this[1][2] {--},vehicle.planet_rel_state.topodetic.T_inrtl_to_this[2][0] {--},vehicle.planet_rel_state.topodetic.T_inrtl_to_this[2][1] {--},vehicle.planet_rel_state.topodetic.T_inrtl_to_this[2][2] {--},vehicle.planet_rel_state.topodetic.T_this_to_body[0][0] {--},vehicle.planet_rel_state.topodetic.T_this_to_body[0][1] {--},vehicle.planet_rel_state.topodetic.T_this_to_body[0][2] {--},vehicle.planet_rel_state.topodetic.T_this_to_body[1][0] {--},vehicle.planet_rel_state.topodetic.T_this_to_body[1][1] {--},vehicle.planet_rel_state.topodetic.T_this_to_body[1][2] {--},vehicle.planet_rel_state.topodetic.T_this_to_body[2][0] {--},vehicle.planet_rel_state.topodetic.T_this_to_body[2][1] {--},vehicle.planet_rel_state.topodetic.T_this_to_body[2][2] {--},vehicle.planet_rel_state.topodetic.E_this_to_body_YPR[0] {rad},vehicle.planet_rel_state.topodetic.E_this_to_body_YPR[1] {rad},vehicle.planet_rel_state.topodetic.E_this_to_body_YPR[2] {rad}
                  50,-0.07249095024876098,  0.5193225374050713,  0.8514981880633627,  0.9903977575436266,  0.1382471766531086,                   0, -0.1177172204249976,  0.8433218960104157, -0.5243575456926409,-0.07249095024876098,  0.5193225374050713,  0.8514981880633627,  0.9903977575436266,  0.1382471766531086,                   0, -0.1177172204249976,  0.8433218960104157, -0.5243575456926409,-0.07249095024876098,  0.9903977575436266, -0.1177172204249976,  0.5193225374050713,  0.1382471766531086,  0.8433218960104157,  0.8514981880633627,                   0, -0.5243575456926409,   1.643859812257474,  0.1179908045690111,   2.127074097202774
                  55,-0.07598637579222101,  0.5186365724216636,  0.8516115173250488,  0.9894369040470475,  0.1449641780226879,                   0, -0.1234531636036797,  0.8426158631529049, -0.5241734670501056,-0.07598637579222101,  0.5186365724216636,  0.8516115173250488,  0.9894369040470475,  0.1449641780226879,                   0, -0.1234531636036797,  0.8426158631529049, -0.5241734670501056,-0.07598637579222101,  0.9894369040470475, -0.1234531636036797,  0.5186365724216636,  0.1449641780226879,  0.8426158631529049,  0.8516115173250488,                   0, -0.5241734670501056,    1.64744347423685,  0.1237689190829545,   2.127292247231717
                  60,-0.07947256440979238,  0.5179098517183663,  0.8517355792728112,  0.9884306733339649,  0.1516733464144727,                   0, -0.1291855855685767,  0.8418815721231194, -0.5239718532524518,-0.07947256440979238,  0.5179098517183663,  0.8517355792728112,  0.9884306733339649,  0.1516733464144727,                   0, -0.1291855855685767,  0.8418815721231194, -0.5239718532524518,-0.07947256440979238,  0.9884306733339649, -0.1291855855685767,  0.5179098517183663,  0.1516733464144727,  0.8418815721231194,  0.8517355792728112,                   0, -0.5239718532524518,   1.651026508659815,  0.1295476391280074,   2.127510748511551
                  65,-0.08294895354999852,  0.5171424999666244,  0.8518703574096413,  0.9873791519410722,  0.1583742728858734,                   0,  -0.134914348447781,  0.8411190310628697, -0.5237527032548567,-0.08294895354999852,  0.5171424999666244,  0.8518703574096413,  0.9873791519410722,  0.1583742728858734,                   0,  -0.134914348447781,  0.8411190310628697, -0.5237527032548567,-0.08294895354999852,  0.9873791519410722,  -0.134914348447781,  0.5171424999666244,  0.1583742728858734,  0.8411190310628697,  0.8518703574096413,                   0, -0.5237527032548567,   1.654608747576379,  0.1353270200903881,   2.127729618560232
                  70,-0.08641498261422396,  0.5163346489529225,   0.852015833814399,    0.98628243118984,  0.1650665499919907,                   0, -0.1406393142262922,  0.8403282479867042, -0.5235160159245889,-0.08641498261422396,  0.5163346489529225,   0.852015833814399,    0.98628243118984,  0.1650665499919907,                   0, -0.1406393142262922,  0.8403282479867042, -0.5235160159245889,-0.08641498261422396,    0.98628243118984, -0.1406393142262922,  0.5163346489529225,  0.1650665499919907,  0.8403282479867042,   0.852015833814399,                   0, -0.5235160159245889,   1.658190023655817,  0.1411071173661207,   2.127948875009698
                  75,-0.08987009307128725,  0.5154864375413286,   0.852171989144391,  0.9851406071523076,  0.1717497718763631,                   0, -0.1463603447349758,  0.8395092307838949, -0.5232617900417457,-0.08987009307128725,  0.5154864375413286,   0.852171989144391,  0.9851406071523076,  0.1717497718763631,                   0, -0.1463603447349758,  0.8395092307838949, -0.5232617900417457,-0.08987009307128725,  0.9851406071523076, -0.1463603447349758,  0.5154864375413286,  0.1717497718763631,  0.8395092307838949,   0.852171989144391,                   0, -0.5232617900417457,    1.66177017021668,  0.1468879863619058,   2.128168535611945
                  80,-0.09331372857104185,  0.5145980116338792,  0.8523388026381457,  0.9839537806148266,   0.178423534360772,                   0, -0.1520773016395264,   0.838661987220518,  -0.522990024300055,-0.09331372857104185,  0.5145980116338792,  0.8523388026381457,  0.9839537806148266,   0.178423534360772,                   0, -0.1520773016395264,   0.838661987220518,  -0.522990024300055,-0.09331372857104185,  0.9839537806148266, -0.1520773016395264,  0.5145980116338792,   0.178423534360772,   0.838661987220518,  0.8523388026381457,                   0,  -0.522990024300055,   1.665349021256733,  0.1526696824959869,   2.128388618245191
                  85, -0.0967453350569468,  0.5136695241288248,  0.8525162521183897,  0.9827220570397895,  0.1850874350340523,                   0, -0.1577900464294362,  0.8377865249416357, -0.5227007173077288, -0.0967453350569468,  0.5136695241288248,  0.8525162521183897,  0.9827220570397895,  0.1850874350340523,                   0, -0.1577900464294362,  0.8377865249416357, -0.5227007173077288, -0.0967453350569468,  0.9827220570397895, -0.1577900464294362,  0.5136695241288248,  0.1850874350340523,  0.8377865249416357,  0.8525162521183897,                   0, -0.5227007173077288,   1.668926411482843,   0.158452261199013,   2.128609140920116
                  90, -0.1001643608775547,  0.5127011348767859,   0.852704313995213,  0.9814455465253693,  0.1917410733398536,                   0, -0.1634984404069657,  0.8368828514735719,  -0.522393867588387, -0.1001643608775547,  0.5127011348767859,   0.852704313995213,  0.9814455465253693,  0.1917410733398536,                   0, -0.1634984404069657,  0.8368828514735719,  -0.522393867588387, -0.1001643608775547,  0.9814455465253693, -0.1634984404069657,  0.5127011348767859,  0.1917410733398536,  0.8368828514735719,   0.852704313995213,                   0,  -0.522393867588387,   1.672502176340768,  0.1642357779148951,   2.128830121786214
                  95, -0.1035702568968605,  0.5116930106348324,  0.8529029632694329,  0.9801243637633038,  0.1983840506633004,                   0, -0.1692023446761222,  0.8359509742262894, -0.5220694735820324, -0.1035702568968605,  0.5116930106348324,  0.8529029632694329,  0.9801243637633038,  0.1983840506633004,                   0, -0.1692023446761222,  0.8359509742262894, -0.5220694735820324, -0.1035702568968605,  0.9801243637633038, -0.1692023446761222,  0.5116930106348324,  0.1983840506633004,  0.8359509742262894,  0.8529029632694329,                   0, -0.5220694735820324,   1.676076152044862,  0.1700202881016603,   2.129051579138228
                 100,  -0.106962476603459,  0.5106453250185383,  0.8531121735361451,  0.9787586279947585,  0.2050159704164967,                   0, -0.1749016201316395,  0.8349909004958638, -0.5217275336460921,  -0.106962476603459,  0.5106453250185383,  0.8531121735361451,  0.9787586279947585,  0.2050159704164967,                   0, -0.1749016201316395,  0.8349909004958638, -0.5217275336460921,  -0.106962476603459,  0.9787586279947585, -0.1749016201316395,  0.5106453250185383,  0.2050159704164967,  0.8349909004958638,  0.8531121735361451,                   0, -0.5217275336460921,   1.679648175607671,  0.1758058472322986,   2.129273531422697
