sys.exec.out.time {s},dummy_veh_launcher_verif.mass_body.composite_properties.mass {kg},vehicle2.dyn_body.mass.composite_properties.mass {kg},vehicle2.dyn_body.mass.core_properties.mass {kg},dummy_veh_launcher_verif.mass_body.composite_properties.position[0] {m},dummy_veh_launcher_verif.mass_body.composite_properties.position[1] {m},dummy_veh_launcher_verif.mass_body.composite_properties.position[2] {m},vehicle2.dyn_body.mass.composite_properties.position[0] {m},vehicle2.dyn_body.mass.composite_properties.position[1] {m},vehicle2.dyn_body.mass.composite_properties.position[2] {m},vehicle2.dyn_body.mass.core_properties.position[0] {m},vehicle2.dyn_body.mass.core_properties.position[1] {m},vehicle2.dyn_body.mass.core_properties.position[2] {m},dummy_veh_launcher_verif.mass_body.composite_properties.inertia[0][0] {kg*m2},dummy_veh_launcher_verif.mass_body.composite_properties.inertia[0][1] {kg*m2},dummy_veh_launcher_verif.mass_body.composite_properties.inertia[0][2] {kg*m2},dummy_veh_launcher_verif.mass_body.composite_properties.inertia[1][0] {kg*m2},dummy_veh_launcher_verif.mass_body.composite_properties.inertia[1][1] {kg*m2},dummy_veh_launcher_verif.mass_body.composite_properties.inertia[1][2] {kg*m2},dummy_veh_launcher_verif.mass_body.composite_properties.inertia[2][0] {kg*m2},dummy_veh_launcher_verif.mass_body.composite_properties.inertia[2][1] {kg*m2},dummy_veh_launcher_verif.mass_body.composite_properties.inertia[2][2] {kg*m2},vehicle2.dyn_body.mass.core_properties.inertia[0][0] {kg*m2},vehicle2.dyn_body.mass.core_properties.inertia[0][1] {kg*m2},vehicle2.dyn_body.mass.core_properties.inertia[0][2] {kg*m2},vehicle2.dyn_body.mass.core_properties.inertia[1][0] {kg*m2},vehicle2.dyn_body.mass.core_properties.inertia[1][1] {kg*m2},vehicle2.dyn_body.mass.core_properties.inertia[1][2] {kg*m2},vehicle2.dyn_body.mass.core_properties.inertia[2][0] {kg*m2},vehicle2.dyn_body.mass.core_properties.inertia[2][1] {kg*m2},vehicle2.dyn_body.mass.core_properties.inertia[2][2] {kg*m2},vehicle2.dyn_body.mass.composite_properties.inertia[0][0] {kg*m2},vehicle2.dyn_body.mass.composite_properties.inertia[0][1] {kg*m2},vehicle2.dyn_body.mass.composite_properties.inertia[0][2] {kg*m2},vehicle2.dyn_body.mass.composite_properties.inertia[1][0] {kg*m2},vehicle2.dyn_body.mass.composite_properties.inertia[1][1] {kg*m2},vehicle2.dyn_body.mass.composite_properties.inertia[1][2] {kg*m2},vehicle2.dyn_body.mass.composite_properties.inertia[2][0] {kg*m2},vehicle2.dyn_body.mass.composite_properties.inertia[2][1] {kg*m2},vehicle2.dyn_body.mass.composite_properties.inertia[2][2] {kg*m2},vehicle.dyn_body.composite_body.state.trans.position[0] {m},vehicle.dyn_body.composite_body.state.trans.position[1] {m},vehicle.dyn_body.composite_body.state.trans.position[2] {m},vehicle2.dyn_body.composite_body.state.trans.position[0] {m},vehicle2.dyn_body.composite_body.state.trans.position[1] {m},vehicle2.dyn_body.composite_body.state.trans.position[2] {m},vehicle2.dyn_body.core_body.state.trans.position[0] {m},vehicle2.dyn_body.core_body.state.trans.position[1] {m},vehicle2.dyn_body.core_body.state.trans.position[2] {m},vehicle.dyn_body.composite_body.state.trans.velocity[0] {m/s},vehicle.dyn_body.composite_body.state.trans.velocity[1] {m/s},vehicle.dyn_body.composite_body.state.trans.velocity[2] {m/s},vehicle2.dyn_body.composite_body.state.trans.velocity[0] {m/s},vehicle2.dyn_body.composite_body.state.trans.velocity[1] {m/s},vehicle2.dyn_body.composite_body.state.trans.velocity[2] {m/s},vehicle2.dyn_body.core_body.state.trans.velocity[0] {m/s},vehicle2.dyn_body.core_body.state.trans.velocity[1] {m/s},vehicle2.dyn_body.core_body.state.trans.velocity[2] {m/s},vehicle.dyn_body.derivs.trans_accel[0] {m/s2},vehicle.dyn_body.derivs.trans_accel[1] {m/s2},vehicle.dyn_body.derivs.trans_accel[2] {m/s2},vehicle2.dyn_body.derivs.trans_accel[0] {m/s2},vehicle2.dyn_body.derivs.trans_accel[1] {m/s2},vehicle2.dyn_body.derivs.trans_accel[2] {m/s2},vehicle.dyn_body.derivs.non_grav_accel[0] {m/s2},vehicle.dyn_body.derivs.non_grav_accel[1] {m/s2},vehicle.dyn_body.derivs.non_grav_accel[2] {m/s2},vehicle2.dyn_body.derivs.non_grav_accel[0] {m/s2},vehicle2.dyn_body.derivs.non_grav_accel[1] {m/s2},vehicle2.dyn_body.derivs.non_grav_accel[2] {m/s2}
                  56,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6987240.300501972,   223863.8085744275,                   0,   6987692.088524671,   219870.9795935284,                   0,   6987692.088524671,   219870.9795935284,                   0,  -455.8638632742948,   3992.699174432534,                   0,  -447.7122835615305,   3992.958005041143,                   0,  -447.7122835615305,   3992.958005041143,                   0,  -8.151885263330858, -0.2611778041760703,                   0,  -8.151276022625996, -0.2564836321956242,                   0,                  -0,                   0,                   0,                   0,                   0,                   0
                  57,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,    6986780.36059314,   227856.3763773969,                   0,   6987692.088524671,   219870.9795935284,                   0,   6987692.088524671,   219870.9795935284,                   0,  -464.0160577742099,   3992.435648875408,                   0,  -447.7122835615305,   3992.958005041143,                   0,  -447.7122835615305,   3992.958005041143,                   0,  -8.152505580386647, -0.2658735899649025,                   0,  -8.151276022625996, -0.2564836321956242,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                  58,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6986312.268177806,   231848.6783066343,                   0,   6987692.088524671,   219870.9795935284,                   0,   6987692.088524671,   219870.9795935284,                   0,  -472.1688781226135,    3992.16742668507,                   0,  -447.7122835615305,   3992.958005041143,                   0,  -447.7122835615305,   3992.958005041143,                   0,  -8.153136961051651, -0.2705710756597324,                   0,  -8.151276022625996, -0.2564836321956242,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                  59,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,    6985836.02262459,   235840.7096646513,                   0,   6987692.088524671,   219870.9795935284,                   0,   6987692.088524671,   219870.9795935284,                   0,  -480.3223353853413,    3991.89450614643,                   0,  -447.7122835615305,   3992.958005041143,                   0,  -447.7122835615305,   3992.958005041143,                   0,  -8.153779409791763, -0.2752702916370169,                   0,  -8.151276022625996, -0.2564836321956242,                   0,                   0,                  -0,                   0,                   0,                   0,                   0
                  60,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6985351.623291041,   239832.4657522295,                   0,   6985351.623291153,   239832.4657522581,                   0,   6985351.623291153,   239832.4657522581,                   0,  -488.4764406327342,   3991.616885514002,                   0,  -488.4764406328778,   3991.616885513929,                   0,  -488.4764406328778,   3991.616885513929,                   0,  -8.154432931151955, -0.2799712683023044,                   0,  -8.154432950112572, -0.2799712125697346,                   0,                   0,                  -0,                   0,                   0,                   0,                   0
                  61,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6984859.069523638,   243823.9418683898,                   0,   6985351.623291153,   239832.4657522581,                   0,   6985351.623291153,   239832.4657522581,                   0,  -496.6312049397177,   3991.334563011886,                   0,  -488.4764406328778,   3991.616885513929,                   0,  -488.4764406328778,   3991.616885513929,                   0,  -8.155097529756329, -0.2846740360907538,                   0,  -8.154432950112572, -0.2799712125697346,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                  62,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6984358.360657782,   247815.1333103616,                   0,   6985351.623291153,   239832.4657522581,                   0,   6985351.623291153,   239832.4657522581,                   0,  -504.7866393858812,   3991.047536833727,                   0,  -488.4764406328778,   3991.616885513929,                   0,  -488.4764406328778,   3991.616885513929,                   0,  -8.155773210308217, -0.2893786254676561,                   0,  -8.154432950112572, -0.2799712125697346,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                  63,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6983849.496017792,   251806.0353735533,                   0,   6985351.623291153,   239832.4657522581,                   0,   6985351.623291153,   239832.4657522581,                   0,  -512.9427550555569,   3990.755805142691,                   0,  -488.4764406328778,   3991.616885513929,                   0,  -488.4764406328778,   3991.616885513929,                   0,  -8.156459977590238, -0.2940850669289557,                   0,  -8.154432950112572, -0.2799712125697346,                   0,                  -0,                   0,                   0,                   0,                   0,                   0
                  64,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6983332.474916901,   255796.6433515206,                   0,   6985351.623291153,   239832.4657522581,                   0,   6985351.623291153,   239832.4657522581,                   0,  -521.0995630378991,   3990.459366071434,                   0,  -488.4764406328778,   3991.616885513929,                   0,  -488.4764406328778,   3991.616885513929,                   0,  -8.157157836464384,  -0.298793391001773,                   0,  -8.154432950112572, -0.2799712125697346,                   0,                  -0,                   0,                   0,                   0,                   0,                   0
                  65,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6982807.296657247,   259786.9525359371,                   0,   6982807.296657423,   259786.9525359807,                   0,   6982807.296657423,   259786.9525359807,                   0,  -529.2570744269642,   3990.158217722066,                   0,   -529.257074427181,   3990.158217721951,                   0,   -529.257074427181,   3990.158217721951,                   0,  -8.157866791872092, -0.3035036282449285,                   0,  -8.157866812672699, -0.3035035725314257,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                  66,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6982273.960529878,   263776.9582165629,                   0,   6982807.296657423,   259786.9525359807,                   0,   6982807.296657423,   259786.9525359807,                   0,  -537.4153003217896,   3989.852358166126,                   0,   -529.257074427181,   3990.158217721951,                   0,   -529.257074427181,   3990.158217721951,                   0,  -8.158586848834329, -0.3082158092494672,                   0,  -8.157866812672699, -0.3035035725314257,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                  67,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6981732.465814734,   267766.6556812145,                   0,   6982807.296657423,   259786.9525359807,                   0,   6982807.296657423,   259786.9525359807,                   0,  -545.5742518264733,   3989.541785444541,                   0,   -529.257074427181,   3990.158217721951,                   0,   -529.257074427181,   3990.158217721951,                   0,  -8.159318012451671, -0.3129299646391845,                   0,  -8.157866812672699, -0.3035035725314257,                   0,                   0,                  -0,                   0,                   0,                   0,                   0
                  68,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6981182.811780652,   271756.0402157339,                   0,   6982807.296657423,   259786.9525359807,                   0,   6982807.296657423,   259786.9525359807,                   0,  -553.7339400502541,   3989.226497567602,                   0,   -529.257074427181,   3990.158217721951,                   0,   -529.257074427181,   3990.158217721951,                   0,  -8.160060287904381,  -0.317646125071153,                   0,  -8.157866812672699, -0.3035035725314257,                   0,                   0,                  -0,                   0,                   0,                   0,                   0
                  69,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6980624.997685356,   275745.1071039581,                   0,   6982807.296657423,   259786.9525359807,                   0,   6982807.296657423,   259786.9525359807,                   0,  -561.8943761075907,   3988.906492514924,                   0,   -529.257074427181,   3990.158217721951,                   0,   -529.257074427181,   3990.158217721951,                   0,  -8.160813680452508, -0.3223643212362505,                   0,  -8.157866812672699, -0.3035035725314257,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                  70,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6980059.022775453,   279733.8516276885,                   0,   6980059.022775698,   279733.8516277476,                   0,   6980059.022775698,   279733.8516277476,                   0,  -570.0555711182417,   3988.581768235413,                   0,  -570.0555711185326,   3988.581768235252,                   0,  -570.0555711185326,   3988.581768235252,                   0,  -8.161578195435938, -0.3270845838596881,                   0,  -8.161578218085253, -0.3270845281672157,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                  71,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6979484.886286426,   283722.2690666598,                   0,   6980059.022775698,   279733.8516277476,                   0,   6980059.022775698,   279733.8516277476,                   0,  -578.2175362073457,   3988.252322647234,                   0,  -570.0555711185326,   3988.581768235252,                   0,  -570.0555711185326,   3988.581768235252,                   0,  -8.162353838274525, -0.3318069437015422,                   0,  -8.161578218085253, -0.3270845281672157,                   0,                  -0,                   0,                   0,                   0,                   0,                   0
                  72,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6978902.587442635,   287710.3546985096,                   0,   6980059.022775698,   279733.8516277476,                   0,   6980059.022775698,   279733.8516277476,                   0,  -586.3802825055012,   3987.918153637774,                   0,  -570.0555711185326,   3988.581768235252,                   0,  -570.0555711185326,   3988.581768235252,                   0,  -8.163140614468139, -0.3365314315572834,                   0,  -8.161578218085253, -0.3270845281672157,                   0,                  -0,                   0,                   0,                   0,                   0,                   0
                  73,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6978312.125457301,   291698.1037987474,                   0,   6980059.022775698,   279733.8516277476,                   0,   6980059.022775698,   279733.8516277476,                   0,  -594.5438211488465,   3987.579259063607,                   0,  -570.0555711185326,   3988.581768235252,                   0,  -570.0555711185326,   3988.581768235252,                   0,  -8.163938529596779, -0.3412580782583104,                   0,  -8.161578218085253, -0.3270845281672157,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                  74,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6977713.499532509,   295685.5116407241,                   0,   6980059.022775698,   279733.8516277476,                   0,   6980059.022775698,   279733.8516277476,                   0,    -602.70816327914,   3987.235636750456,                   0,  -570.0555711185326,   3988.581768235252,                   0,  -570.0555711185326,   3988.581768235252,                   0,  -8.164747589320644, -0.3459869146724827,                   0,  -8.161578218085253, -0.3270845281672157,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                  75,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6977106.708859198,   299672.5734956006,                   0,   6977106.708859517,   299672.5734956759,                   0,   6977106.708859517,   299672.5734956759,                   0,  -610.8733200438404,   3986.887284493159,                   0,  -610.8733200442066,    3986.88728449295,                   0,  -610.8733200442066,    3986.88728449295,                   0,   -8.16556779938025, -0.3507179717046556,                   0,  -8.165567823887738, -0.3507179160352362,                   0,                   0,                  -0,                   0,                   0,                   0,                   0
                  76,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6976491.752617158,   303659.2846323174,                   0,   6977106.708859517,   299672.5734956759,                   0,   6977106.708859517,   299672.5734956759,                   0,  -619.0393025961873,    3986.53420005563,                   0,  -610.8733200442066,    3986.88728449295,                   0,  -610.8733200442066,    3986.88728449295,                   0,  -8.166399165596497, -0.3554512802972162,                   0,  -8.165567823887738, -0.3507179160352362,                   0,                   0,                  -0,                   0,                   0,                   0,                   0
                  77,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6975868.629975023,   307645.6403175631,                   0,   6977106.708859517,   299672.5734956759,                   0,   6977106.708859517,   299672.5734956759,                   0,  -627.2061220952814,   3986.176381170821,                   0,  -610.8733200442066,    3986.88728449295,                   0,  -610.8733200442066,    3986.88728449295,                   0,  -8.167241693870773, -0.3601868714306199,                   0,  -8.165567823887738, -0.3507179160352362,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                  78,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6975237.340090264,   311631.6358157442,                   0,   6977106.708859517,   299672.5734956759,                   0,   6977106.708859517,   299672.5734956759,                   0,  -635.3737897061649,   3985.813825540685,                   0,  -610.8733200442066,    3986.88728449295,                   0,  -610.8733200442066,    3986.88728449295,                   0,  -8.168095390185051, -0.3649247761239287,                   0,  -8.165567823887738, -0.3507179160352362,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                  79,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6974597.882109183,   315617.2663889534,                   0,   6977106.708859517,   299672.5734956759,                   0,   6977106.708859517,   299672.5734956759,                   0,  -643.5423165999023,   3985.446530836137,                   0,  -610.8733200442066,    3986.88728449295,                   0,  -610.8733200442066,    3986.88728449295,                   0,  -8.168960260601985, -0.3696650254353513,                   0,  -8.165567823887738, -0.3507179160352362,                   0,                  -0,                   0,                   0,                   0,                   0,                   0
                  80,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6973950.255166911,   319602.5272969386,                   0,    6973950.25516731,   319602.5272970307,                   0,    6973950.25516731,   319602.5272970307,                   0,  -651.7117139536614,   3985.074494697013,                   0,  -651.7117139541039,    3985.07449469675,                   0,  -651.7117139541039,    3985.07449469675,                   0,  -8.169836311265001, -0.3744076504627835,                   0,  -8.169836337640888, -0.3744075948185034,                   0,                  -0,                   0,                   0,                   0,                   0,                   0
                  81,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6973294.458387394,   323587.4137970724,                   0,    6973950.25516731,   319602.5272970307,                   0,    6973950.25516731,   319602.5272970307,                   0,  -659.8819929507936,    3984.69771473203,                   0,  -651.7117139541039,    3985.07449469675,                   0,  -651.7117139541039,    3985.07449469675,                   0,  -8.170723548398412, -0.3791526823443504,                   0,  -8.169836337640888, -0.3744075948185034,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                  82,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6972630.490883398,   327571.9211443203,                   0,    6973950.25516731,   319602.5272970307,                   0,    6973950.25516731,   319602.5272970307,                   0,  -668.0531647809152,    3984.31618851875,                   0,  -651.7117139541039,    3985.07449469675,                   0,  -651.7117139541039,    3985.07449469675,                   0,  -8.171621978307501, -0.3839001522589495,                   0,  -8.169836337640888, -0.3744075948185034,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                  83,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,    6971958.35175649,   331556.0445912097,                   0,    6973950.25516731,   319602.5272970307,                   0,    6973950.25516731,   319602.5272970307,                   0,  -676.2252406399882,   3983.929913603532,                   0,  -651.7117139541039,    3985.07449469675,                   0,  -651.7117139541039,    3985.07449469675,                   0,  -8.172531607378625, -0.3886500914267955,                   0,  -8.169836337640888, -0.3744075948185034,                   0,                   0,                  -0,                   0,                   0,                   0,                   0
                  84,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6971278.040097041,   335539.7793877988,                   0,    6973950.25516731,   319602.5272970307,                   0,    6973950.25516731,   319602.5272970307,                   0,  -684.3982317304018,   3983.538887501495,                   0,  -651.7117139541039,    3985.07449469675,                   0,  -651.7117139541039,    3985.07449469675,                   0,  -8.173452442079336, -0.3934025311099665,                   0,  -8.169836337640888, -0.3744075948185034,                   0,                   0,                  -0,                   0,                   0,                   0,                   0
                  85,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6970589.554984216,   339523.1207816454,                   0,   6970589.554984701,   339523.1207817548,                   0,   6970589.554984701,   339523.1207817548,                   0,  -692.5721492610531,   3983.143107696476,                   0,  -692.5721492615731,   3983.143107696157,                   0,  -692.5721492615731,   3983.143107696157,                   0,  -8.174384488958461, -0.3981575026129509,                   0,  -8.174384517213747, -0.3981574469959662,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                  86,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6969892.895485966,   343506.0640177753,                   0,   6970589.554984701,   339523.1207817548,                   0,   6970589.554984701,   339523.1207817548,                   0,  -700.7470044474289,   3982.742571640984,                   0,  -692.5721492615731,   3983.143107696157,                   0,  -692.5721492615731,   3983.143107696157,                   0,  -8.175327754646228, -0.4029150372831967,                   0,  -8.174384517213747, -0.3981574469959662,                   0,                   0,                   0,                   0,                   0,                   0,                   0
