sys.exec.out.time {s},vehicle.planet_rel_state.range_safety.XVRT_Azi {rad},vehicle.planet_rel_state.range_safety.YVRT_Azi {rad},vehicle.planet_rel_state.range_safety.T_pfix_pad[0][0] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad[0][1] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad[0][2] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad[1][0] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad[1][1] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad[1][2] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad[2][0] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad[2][1] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad[2][2] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad_SEU[0][0] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad_SEU[0][1] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad_SEU[0][2] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad_SEU[1][0] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad_SEU[1][1] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad_SEU[1][2] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad_SEU[2][0] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad_SEU[2][1] {--},vehicle.planet_rel_state.range_safety.T_pfix_pad_SEU[2][2] {--},vehicle.planet_rel_state.range_safety.XVRT {m},vehicle.planet_rel_state.range_safety.YVRT {m},vehicle.planet_rel_state.range_safety.ZVRT {m},vehicle.planet_rel_state.range_safety.XPad[0] {m},vehicle.planet_rel_state.range_safety.XPad[1] {m},vehicle.planet_rel_state.range_safety.XPad[2] {m},vehicle.planet_rel_state.range_safety.VPad[0] {m/s},vehicle.planet_rel_state.range_safety.VPad[1] {m/s},vehicle.planet_rel_state.range_safety.VPad[2] {m/s},vehicle.planet_rel_state.range_safety.NPad[0] {m/s2},vehicle.planet_rel_state.range_safety.NPad[1] {m/s2},vehicle.planet_rel_state.range_safety.NPad[2] {m/s2},vehicle.planet_rel_state.range_safety.pad_azimuth {rad},vehicle.planet_rel_state.range_safety.XVP[0] {m},vehicle.planet_rel_state.range_safety.XVP[1] {m},vehicle.planet_rel_state.range_safety.XVP[2] {m},vehicle.planet_rel_state.range_safety.slant_range {m},vehicle.body.derivs.trans_accel[0] {m/s2},vehicle.body.derivs.trans_accel[1] {m/s2},vehicle.body.derivs.trans_accel[2] {m/s2},vehicle.planet_rel_state.relative_accel[0] {m/s2},vehicle.planet_rel_state.relative_accel[1] {m/s2},vehicle.planet_rel_state.relative_accel[2] {m/s2}
                  50,    3.14159265358979,     1.5707963267949,  0.9854497299884605,  0.1699671429002392,-3.034311511585891e-15, 0.08840622215621312, -0.5125689957868912, -0.8540827620565141,  0.1451660068670921, -0.8416556272563901,  0.5201371314931437, 0.08840622215621662, -0.5125689957868906, -0.8540827620565141,  0.9854497299884601,   0.169967142900241,                   0,  0.1451660068670921, -0.8416556272563901,  0.5201371314931437,  -32970.91511771477,  -174883.7892587866,   11865.84820605968,  -174883.7892587866,  -32970.91511771371,   11865.84820605968,   6990.575214124627,   379.2844341439703,   132.2191138472401,  0.2214196644040608,  0.5667516104834993,  -8.873054660603721,   4.898732173747828,  -32970.91511771432,  -174883.7892587864,   11865.84820605968,   178359.8030467078,  -1.152471003489624,   8.256260464521242,  -5.099257979630014,   -1.01976359650837,   7.215191149945218,  -5.099257979630014
                  55,    3.14159265358979,     1.5707963267949,  0.9854497299884605,  0.1699671429002392,-3.034311511585891e-15, 0.08840622215621312, -0.5125689957868912, -0.8540827620565141,  0.1451660068670921, -0.8416556272563901,  0.5201371314931437, 0.08840622215621662, -0.5125689957868906, -0.8540827620565141,  0.9854497299884601,   0.169967142900241,                   0,  0.1451660068670921, -0.8416556272563901,  0.5201371314931437,  -31041.07190789253,  -137942.3861920832,   12459.28637370668,  -137942.3861920831,  -31041.07190789167,   12459.28637370668,   6991.661788072583,   380.7852077872344,   85.67115747533575,  0.1708073401847607,  0.5638880823706391,  -8.875268091785522,    4.93373126450832,  -31041.07190789216,   -137942.386192083,   12459.28637370668,     141939.71914337,  -1.208744776301929,   8.250153293063287,  -5.097963577375815,  -1.070213966413001,   7.209919420341047,  -5.097963577375815
                  60,    3.14159265358979,     1.5707963267949,  0.9854497299884605,  0.1699671429002392,-3.034311511585891e-15, 0.08840622215621312, -0.5125689957868912, -0.8540827620565141,  0.1451660068670921, -0.8416556272563901,  0.5201371314931437, 0.08840622215621662, -0.5125689957868906, -0.8540827620565141,  0.9854497299884601,   0.169967142900241,                   0,  0.1451660068670921, -0.8416556272563901,  0.5201371314931437,  -29110.76746427806,  -100995.7057283355,   12808.45261333749,  -100995.7057283354,  -29110.76746427745,   12808.45261333749,   6992.481036475942,   382.2714275389913,   39.11234037437521,  0.1201748560320718,   0.561002337007801,  -8.877280227453801,   4.993020026525354,  -29110.76746427781,  -100995.7057283353,   12808.45261333749,   105884.9650152082,  -1.265006792441487,   8.243844727018358,  -5.096545498480404,  -1.120656945795786,   7.204486230582409,  -5.096545498480404
                  65,    3.14159265358979,     1.5707963267949,  0.9854497299884605,  0.1699671429002392,-3.034311511585891e-15, 0.08840622215621312, -0.5125689957868912, -0.8540827620565141,  0.1451660068670921, -0.8416556272563901,  0.5201371314931437, 0.08840622215621662, -0.5125689957868906, -0.8540827620565141,  0.9854497299884601,   0.169967142900241,                   0,  0.1451660068670921, -0.8416556272563901,  0.5201371314931437,  -27180.07557423859,  -64045.16075897674,   12913.29392293204,  -64045.16075897674,  -27180.07557423815,   12913.29392293204,   6993.032851617061,   383.7430329678253,  -7.456247284019724, 0.06952183609297538,  0.5580943534578857,  -8.879090892103138,    5.11374217470192,  -27180.07557423838,  -64045.16075897664,   12913.29392293204,   70762.22357165231,  -1.321257259216662,   8.237334573179044,  -5.095003633774879,  -1.171092881414528,   7.198891379803226,  -5.095003633774879
                  70,    3.14159265358979,     1.5707963267949,  0.9854497299884605,  0.1699671429002392,-3.034311511585891e-15, 0.08840622215621312, -0.5125689957868912, -0.8540827620565141,  0.1451660068670921, -0.8416556272563901,  0.5201371314931437, 0.08840622215621662, -0.5125689957868906, -0.8540827620565141,  0.9854497299884601,   0.169967142900241,                   0,  0.1451660068670921, -0.8416556272563901,  0.5201371314931437,  -25249.07005950821,  -27092.16474748835,   12773.76319374948,  -27092.16474748836,  -25249.07005950802,   12773.76319374948,   6993.317124228505,   385.1999635580001,  -54.03351437160566, 0.01884790507188985,  0.5551641107013805,  -8.880699892101207,    5.46258863397112,  -25249.07005950812,  -27092.16474748826,   12773.76319374948,   39174.86382497053,  -1.377496380614367,   8.230622623041551,  -5.093337864591477,  -1.221522116853583,   7.193134652017794,  -5.093337864591477
                  75,    3.14159265358979,     1.5707963267949,  0.9854497299884605,  0.1699671429002392,-3.034311511585891e-15, 0.08840622215621312, -0.5125689957868912, -0.8540827620565141,  0.1451660068670921, -0.8416556272563901,  0.5201371314931437, 0.08840622215621662, -0.5125689957868906, -0.8540827620565141,  0.9854497299884601,   0.169967142900241,                   0,  0.1451660068670921, -0.8416556272563901,  0.5201371314931437,  -23317.82477649853,   9861.868264689081,   12389.81921551991,   9861.868264689083,  -23317.82477649859,   12389.81921551991,   6993.333743496583,   386.6421587093655,  -100.6183687123526,-0.03184731159371222,  0.5522115876464069,  -8.882107015669549,  0.4001182388538584,  -23317.82477649856,   9861.868264689167,   12389.81921551991,   28186.61061871114,  -1.433724357112194,   8.223708652816651,  -5.091548062762142,  -1.271944992347111,   7.187215816129297,  -5.091548062762142
                  80,    3.14159265358979,     1.5707963267949,  0.9854497299884605,  0.1699671429002392,-3.034311511585891e-15, 0.08840622215621312, -0.5125689957868912, -0.8540827620565141,  0.1451660068670921, -0.8416556272563901,  0.5201371314931437, 0.08840622215621662, -0.5125689957868906, -0.8540827620565141,  0.9854497299884601,   0.169967142900241,                   0,  0.1451660068670921, -0.8416556272563901,  0.5201371314931437,  -21386.41361661499,   46815.52365226695,   11761.42668208835,   46815.52365226696,  -21386.41361661531,   11761.42668208835,   6993.082597065773,   388.0695577373134,  -147.2097169911853, -0.0825641875571813,  0.5492367631388553,  -8.883312032864014,   1.142282799262997,  -21386.41361661514,   46815.52365226703,   11761.42668208835,   52795.86252553372,  -1.489941385490008,   8.216592423440597,  -5.089634090617027,  -1.322361844601787,   7.181134625938101,  -5.089634090617027
                  85,    3.14159265358979,     1.5707963267949,  0.9854497299884605,  0.1699671429002392,-3.034311511585891e-15, 0.08840622215621312, -0.5125689957868912, -0.8540827620565141,  0.1451660068670921, -0.8416556272563901,  0.5201371314931437, 0.08840622215621662, -0.5125689957868906, -0.8540827620565141,  0.9854497299884601,   0.169967142900241,                   0,  0.1451660068670921, -0.8416556272563901,  0.5201371314931437,  -19454.91050656184,   83767.38620024372,   10888.55619752662,   83767.38620024372,  -19454.91050656241,   10888.55619752662,   6992.563571044059,   389.4820998727847,  -193.8064646626241, -0.1333030953860214,  0.5462396159726026,  -8.884314695554854,   1.342592772317449,  -19454.91050656212,    83767.3862002438,   10888.55619752662,   86683.50010068716,  -1.546147658640945,   8.209273680585863,  -5.087595800982853,  -1.372773006618905,   7.174890820149772,  -5.087595800982853
                  90,    3.14159265358979,     1.5707963267949,  0.9854497299884605,  0.1699671429002392,-3.034311511585891e-15, 0.08840622215621312, -0.5125689957868912, -0.8540827620565141,  0.1451660068670921, -0.8416556272563901,  0.5201371314931437, 0.08840622215621662, -0.5125689957868906, -0.8540827620565141,  0.9854497299884601,   0.169967142900241,                   0,  0.1451660068670921, -0.8416556272563901,  0.5201371314931437,  -17523.38940865569,   120716.0400980734,   9771.184282695473,   120716.0400980734,  -17523.38940865652,   9771.184282695473,   6991.776550009192,   390.8797242623252,  -240.4075158593301,  -0.184064406384625,  0.5432201248998565,  -8.885114737406502,   1.426641183024509,  -17523.38940865609,   120716.0400980734,   9771.184282695473,   122372.0047870977,  -1.602343365381777,   8.201752154671833,  -5.085433037181228,  -1.423178807515846,   7.168484122382893,  -5.085433037181228
                  95,    3.14159265358979,     1.5707963267949,  0.9854497299884605,  0.1699671429002392,-3.034311511585891e-15, 0.08840622215621312, -0.5125689957868912, -0.8540827620565141,  0.1451660068670921, -0.8416556272563901,  0.5201371314931437, 0.08840622215621662, -0.5125689957868906, -0.8540827620565141,  0.9854497299884601,   0.169967142900241,                   0,  0.1451660068670921, -0.8416556272563901,  0.5201371314931437,  -15591.92432113281,   157660.0689338685,   8409.293382270171,   157660.0689338685,  -15591.92432113387,   8409.293382270171,   6990.721417015849,   392.2623699681928,  -287.0117733005488, -0.2348484904163884,  0.5401782686415983,  -8.885711873857016,   1.472221025079219,  -15591.92432113331,   157660.0689338685,   8409.293382270171,   158652.2034371323,   -1.65852869026261,   8.194027560875389,  -5.083145633026876,  -1.473579572346869,   7.161914241176648,  -5.083145633026876
                 100,    3.14159265358979,     1.5707963267949,  0.9854497299884605,  0.1699671429002392,-3.034311511585891e-15, 0.08840622215621312, -0.5125689957868912, -0.8540827620565141,  0.1451660068670921, -0.8416556272563901,  0.5201371314931437, 0.08840622215621662, -0.5125689957868906, -0.8540827620565141,  0.9854497299884601,   0.169967142900241,                   0,  0.1451660068670921, -0.8416556272563901,  0.5201371314931437,  -13660.58927845461,   194598.0556886435,   6802.871872223514,   194598.0556886435,  -13660.58927845595,   6802.871872223514,   6989.398053603732,   393.6299759685166,  -333.6181382004534, -0.2856557157251435,  0.5371140258981142,  -8.886105802097237,   1.500712296375664,  -13660.58927845526,   194598.0556886435,   6802.871872223514,   195195.5277227041,  -1.714703813375875,   8.186099599141459,  -5.080733412825792,  -1.523975621923191,   7.155180869998222,  -5.080733412825792
